Symbol,Name,Market cap (₹),Market cap,Price,Change %,Valume,Rel Volume,P/E,"EPS dil
TTM","EPS dil growth
TTM YoY","Div yield %
TTM",Analyst Rating
INNOKAIZ,INNOKAIZ INDIA LIMITED,"17,50,30,000",175.03 M,17.12,-4.99%,5.6 K,0.52,—,-1.2,—,0.00%,—
INDRENEW,IND RENEWABLE ENERGY LTD,"17,47,70,000",174.77 M,12.55,-3.76%,9.15 K,0.35,41.43,0.3,—,0.00%,—
TVVISION,TV VISION LTD,"17,43,50,000",174.35 M,4.42,-2.21%,22.18 K,0.08,—,-6.29,0.06%,0.00%,INTERDIGI
RAP,RAP MEDIA LTD.,"17,43,10,000",174.31 M,29.64,4.07%,6.39 K,3.41,0.29,102.04,—,0.00%,—
CUBIFIN,CUBICAL FINANCIAL SERVICES LTD,"17,40,00,000",174 M,2.67,-4.30%,137.18 K,3.21,16.13,0.17,341.33%,0.00%,—
LYPSAGEMS,LYPSA GEMS & JEWEL LTD,"17,36,60,000",173.66 M,5.83,-3.32%,66.55 K,1.16,—,-11.07,26.13%,0.00%,—
SRINACHA,SRI NACHAMMAI COTTON MILLS LTD,"17,34,20,000",173.42 M,40.33,5.44%,1.19 K,1.39,—,-5.6,64.43%,0.00%,—
SDL,SPAN DIVERGENT LIMITED,"17,33,00,000",173.3 M,31.73,1.99%,5,0.01,19.46,1.63,—,0.00%,EMMESSA
RAMAPPR_B,RAMA PAPER MILLS LTD.,"17,17,40,000",171.74 M,17.77,-0.56%,315,0.17,—,—,—,0.00%,—
SUULD,SUUMAYA INDUSTRIES LTD,"17,10,50,000",171.05 M,2.54,0.79%,26.71 K,0.2,—,-312.99,-243.39%,0.00%,—
SHKARTP,SHREE KARTHIK PAPERS LTD.,"17,10,30,000",171.03 M,8.95,-0.44%,4.49 K,0.88,227.16,0.04,-91.08%,0.00%,—
GCMSECU,GCM SECURITIES LTD,"17,09,60,000",170.96 M,0.9,-1.10%,135.71 K,0.77,—,-0.09,-25.29%,0.00%,—
CHROME,CHROME SILICON LIMITED,"17,07,60,000",170.76 M,38.86,-4.99%,348,0.19,—,-6.75,-344.58%,0.00%,SOLIDSTON
RFLL,RITA FINANCE AND LEASING LIMIT,"17,00,00,000",170 M,17,-1.45%,41,0.01,132.71,0.13,-80.59%,0.00%,—
AVASARA,AVASARA FINANCE LIMITED,"16,98,80,000",169.88 M,33.97,0.00%,1,0,—,-0.28,-314.60%,0.00%,—
SHARPINV,SHARP INVESTMENTS LTD,"16,94,70,000",169.47 M,0.7,-1.41%,517.89 K,1.52,241.38,0,—,0.00%,—
INTERDIGI,INTERWORLD DIGITAL LTD.,"16,74,30,000",167.43 M,0.35,-2.78%,193.58 K,0.57,—,0,-21.05%,0.00%,OCTAVE
ANTGRAPHIC,ANTARCTICA LTD,"16,74,10,000",167.41 M,1.08,-4.42%,225.18 K,0.58,—,0,44.87%,0.00%,—
TCIFINANCE,TCIFINANCELTD-ROLL SETT,"16,67,00,000",166.7 M,12.69,-5.01%,6.06 K,0.46,—,-1.11,-265.31%,0.00%,—
FALCONTECH,FALCON TECHNOPROJ IND LTD,"16,63,30,000",166.33 M,32.15,-5.02%,3.6 K,0.23,12.69,2.53,—,0.00%,—
ASSOCIATED,ASSOCIATED COATERS LIMITED,"16,63,00,000",166.3 M,123,-3.15%,1 K,0.44,—,—,—,0.00%,—
KIRANPR,KIRAN PRINT-PACK LTD.,"16,51,00,000",165.1 M,33,-0.54%,10,0.01,—,-0.31,-191.81%,0.00%,—
KONARKSY,KONARK SYNTHETIC LTD.,"16,50,60,000",165.06 M,28.42,-2.00%,202,0.73,—,-0.49,96.78%,0.00%,—
HISARSP,HISAR SPINNING MILLS LTD.,"16,41,20,000",164.12 M,43.94,-4.99%,700,1.35,6.33,6.94,84.99%,0.00%,—
SAENTER,SOUTH ASIAN ENTERPRISES LTD.,"16,40,00,000",164 M,41,0.81%,83,0.72,—,-4.87,-62.27%,0.00%,—
AMALGAM,AMALGAMATED ELECTRICITY CO.LTD,"16,35,40,000",163.54 M,58.9,0.00%,112,0.71,—,-0.31,16.73%,0.00%,—
BNRUDY,BNR UDYOG LTD.,"16,35,00,000",163.5 M,54.5,-6.44%,665,1.43,22.91,2.38,-85.27%,0.00%,—
SOLIDSTON,SOLID STONE COMPANY LTD.,"16,09,70,000",160.97 M,29.92,-12.41%,227,0.2,17.66,1.69,2.20%,0.00%,ARENTERP
ESARIND,ESAAR (INDIA) LTD.,"16,08,80,000",160.88 M,7.87,1.94%,346.84 K,14.85,5.69,1.38,—,0.00%,—
DUKEOFS,DUKE OFFSHORE LTD.,"16,08,70,000",160.87 M,16.32,-4.51%,3.7 K,0.64,—,-1.14,-12.24%,0.00%,DARSHANORNA
SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER,"15,93,70,000",159.37 M,65.05,-0.08%,83,0.47,—,-5.37,-110.69%,0.00%,—
WHITEORG,WHITE ORGANIC AGRO LIMITED,"15,92,50,000",159.25 M,4.55,-6.19%,79.66 K,0.81,102.94,0.04,—,0.00%,—
KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.,"15,68,60,000",156.86 M,40.75,0.00%,40.55 K,9.01,—,-5.5,-200.51%,0.00%,—
SOUTLAT,SOUTHERN LATEX LTD.,"15,67,50,000",156.75 M,21.3,0.00%,52,0.11,67.36,0.32,5.75%,0.00%,—
NATRAJPR,NATRAJ PROTEINS LTD.,"15,65,10,000",156.51 M,41.77,1.88%,11.78 K,2.21,—,-4.59,87.02%,0.00%,—
WINSOME,WINSOME YARNS LTD,"15,55,60,000",155.56 M,2.05,-2.38%,4.95 K,0.07,—,—,—,0.00%,—
VBIND,V B INDUSTRIES LIMITED,"15,54,60,000",155.46 M,11.86,-1.98%,218,0.09,—,-0.16,-169.61%,0.00%,—
LINKPH,LINK PHARMA CHEM LTD.,"15,52,00,000",155.2 M,34.95,5.02%,1.24 K,0.71,—,-0.94,77.04%,0.00%,—
ASHISHPO,ASHISH POLYPLAST LTD.,"15,46,90,000",154.69 M,45.53,-4.99%,8 K,2.52,21.46,2.12,-7.41%,0.00%,—
RRFIN,RR FINANCIAL CONSULTANTS LTD.,"15,25,30,000",152.53 M,13.79,-6.13%,5.64 K,3.92,122.58,0.11,-84.71%,0.00%,—
OROSMITHS,OROSIL SMITHS INDIA LTD.,"15,16,30,000",151.63 M,3.67,-5.41%,28.23 K,1.91,—,-0.07,19.15%,0.00%,—
KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.,"15,15,80,000",151.58 M,22,-15.38%,11.53 K,13.02,11.83,1.86,-0.59%,0.00%,—
OCTAVE,PERFECT-OCTAVE MEDIA PROJECTS,"15,12,90,000",151.29 M,4.36,-1.80%,1.18 K,0.19,—,-0.02,-130.96%,0.00%,MTEDUCARE
EMMESSA,EMMESSAR BIOTECH & NUTRITION L,"15,08,80,000",150.88 M,30.2,3.57%,325,0.18,20.03,1.51,30.31%,0.00%,BERLDRG
MTEDUCARE,MT EDUCARE LTD,"15,02,30,000",150.23 M,2.08,0.48%,68.52 K,1.94,—,-3.84,57.11%,0.00%,SBRANDS
UMESLTD,USHA MARTIN EDU & SOL LTD,"14,95,10,000",149.51 M,5.61,-5.08%,21.96 K,0.8,109.57,0.05,-42.02%,0.00%,—
SHYAMTEL,SHYAM TELECOM LTD,"14,93,30,000",149.33 M,12.4,-3.58%,10.53 K,3.36,—,-2.78,-164.66%,0.00%,—
DHTL,DOCMODE HEALTH TECH LTD,"14,92,80,000",149.28 M,47.5,-1.25%,800,0.14,—,-5.39,—,0.00%,—
MINOLTAF,MINOLTA FINANCE LTD.,"14,90,00,000",149 M,1.49,-4.49%,103.09 K,0.76,167.42,0.01,89.36%,0.00%,—
SVAMSOF,SVAM SOFTWARE LTD.,"14,89,60,000",148.96 M,8.82,-2.00%,449,0.02,78.68,0.11,69.85%,0.00%,—
GBFL,GOENKA BUSINESS & FINANCE LIMI,"14,82,00,000",148.2 M,11.4,-1.98%,1.52 K,0.15,39.28,0.29,—,0.00%,—
SBRANDS,SANGHVI BRANDS LIMITED,"14,77,00,000",147.7 M,14.18,-1.46%,3 K,0.29,148.02,0.1,—,0.00%,NHL
GILADAFINS,GILADA FINANCE & INVESTMENTS L,"14,75,20,000",147.52 M,10.5,-9.09%,9.83 K,2.06,8.85,1.19,7.39%,0.00%,—
3CIT,3C IT SOLUTIONS AND TELECOMS (,"14,70,70,000",147.07 M,24.43,5.30%,14 K,0.93,25.26,0.97,—,0.00%,—
SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,"14,68,50,000",146.85 M,29.29,-2.37%,250,0.3,110.24,0.27,162.81%,0.00%,—
PHYTO,PHYTO CHEM (INDIA) LTD.,"14,62,00,000",146.2 M,34,-2.24%,172,0.11,—,-3.59,-2.76%,0.00%,—
SUMERUIND,SUMERU INDUSTRIES LTD.,"14,61,60,000",146.16 M,2.03,-5.58%,31.85 K,1.93,—,0,-109.52%,0.00%,—
GIANLIFE,GIAN LIFE CARE LIMITED,"14,61,30,000",146.13 M,14.13,4.20%,19.42 K,0.82,3.75,3.77,10.91%,0.00%,—
ADINATH,ADINATH TEXTILES LTD.,"14,61,00,000",146.1 M,21.44,-10.67%,861,0.68,51.64,0.42,-52.86%,0.00%,—
MAGENTA,MAGENTA LIFECARE LIMITED,"14,59,90,000",145.99 M,21.25,-11.09%,8 K,0.95,15.39,1.38,—,0.00%,—
VCL,VAXTEX COTFAB LTD,"14,51,60,000",145.16 M,0.79,-1.25%,332.78 K,1.86,—,-0.06,86.09%,0.00%,—
RISAINTL,RISA INTERNATIONAL LTD.,"14,51,50,000",145.15 M,0.91,-1.09%,124.95 K,2.77,—,-0.03,97.24%,0.00%,—
COMPUPN,COMPUTER POINT LTD.,"14,37,10,000",143.71 M,4.79,-3.43%,6.47 K,0.58,"7,983.33",0,-90.77%,0.00%,—
GARBIFIN,GARBI FINVEST LIMITED,"14,34,70,000",143.47 M,12.23,-2.00%,19.25 K,2.17,—,-0.14,-104.04%,0.00%,—
WORL,WHITE ORGANIC RETAIL LIMITED,"14,33,30,000",143.33 M,4.38,1.15%,116.99 K,1.08,—,-4.04,64.36%,0.00%,—
RLFL,RAMCHANDRA LEASING & FINANCE L,"14,32,50,000",143.25 M,2.8,1.08%,909.08 K,10.56,823.53,0,9.68%,0.00%,—
BFLAFL,BFL ASSET FINVEST LIMITED,"14,28,50,000",142.85 M,14,-2.98%,26.02 K,1.22,8.07,1.73,-58.80%,0.00%,—
PROCLB,PRO CLB GLOBAL LIMITED,"14,28,30,000",142.83 M,27.99,4.01%,1.78 K,0.11,—,-0.15,85.27%,0.00%,—
INDIFRA,INDIFRA LTD,"14,21,60,000",142.16 M,15.6,-2.50%,16 K,2.35,43.73,0.36,—,0.00%,—
PSITINFRA,PS IT INFRASTRUCTURE & SERVICE,"14,19,30,000",141.93 M,2.64,-1.12%,13.35 K,0.77,—,-0.66,79.61%,0.00%,—
VBDESAI,V.B.DESAI FINANCIAL SERVICES L,"14,12,70,000",141.27 M,31.2,-1.89%,20,0.3,25.46,1.23,63.94%,0.00%,—
KASHYAP,KASHYAP TELE-MEDICINES LIMITED,"14,07,80,000",140.78 M,2.95,-3.59%,13.51 K,0.77,—,-0.01,-1020.00%,0.00%,—
RICHA,RICHA INFO SYSTEMS LTD,"13,97,20,000",139.72 M,57.5,-4.96%,1 K,0.63,15.98,3.6,6.25%,0.00%,—
GKP,G. K. P. PRINTING & PACKAGING,"13,96,90,000",139.69 M,6.35,0.00%,8.38 K,0.66,—,-0.61,-602.14%,0.00%,—
RANDER,RANDER CORPORATION LTD.,"13,94,10,000",139.41 M,11.3,1.71%,21,0.02,17.59,0.64,-20.67%,0.00%,—
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,"13,93,10,000",139.31 M,24.16,-1.51%,6.63 K,1.01,53.52,0.45,—,0.00%,—
CRPRISK,CRP RISK MANAGEMENT LIMITED,"13,90,00,000",139 M,7.95,-4.90%,2 K,0.26,—,—,—,0.00%,—
VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.,"13,86,70,000",138.67 M,15.19,-1.49%,834,0.29,38.36,0.4,187.79%,0.00%,—
JJFINCOR,J.J.FINANCE CORPORATION LTD.,"13,84,90,000",138.49 M,49.11,-4.99%,6.08 K,0.55,15.75,3.12,587.72%,0.00%,—
OMKARCHEM,OMKAR SPL CHEM LTD,"13,84,90,000",138.49 M,7.36,-5.03%,68,0,—,—,—,0.00%,—
SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILE,"13,83,40,000",138.34 M,41.51,-0.41%,10,0.11,—,-62.9,1.79%,0.00%,—
KUSHIND,KUSH INDUSTRIES LIMITED,"13,77,10,000",137.71 M,9.03,0.89%,5.91 K,0.5,—,-0.04,-102.50%,0.00%,—
DARSHANORNA,DARSHAN ORNA LIMITED,"13,75,80,000",137.58 M,2.75,-0.72%,189.64 K,1.17,8.11,0.34,—,0.00%,SHANTIGURU
NHL,NATUREWINGS HOLIDAYS LIMITED,"13,52,60,000",135.26 M,42.8,-18.71%,43.2 K,7.3,—,—,—,0.00%,LORDSHOTL
AJEL,AJEL LTD.,"13,46,70,000",134.67 M,11.56,-4.93%,5.94 K,0.29,—,-1.15,-77.38%,0.00%,—
ONELIFECAP,ONELIFE CAP ADVISORS LTD,"13,45,40,000",134.54 M,9.89,-5.09%,12.79 K,0.41,—,-5.48,-209.19%,0.00%,—
POLYCON,POLYCON INTERNATIONAL LTD.,"13,44,50,000",134.45 M,27.5,0.77%,1,0,13.04,2.11,583.10%,0.00%,—
PANTH,PANTH INFINITY LIMITED,"13,40,00,000",134 M,7.25,2.11%,90.62 K,2.31,14.57,0.5,—,0.00%,—
EMAINDIA,EMA INDIA LTD.,"13,36,60,000",133.66 M,133,-0.23%,1,0,—,-5.43,-6.11%,0.00%,—
DSINVEST,DALAL STREET INVESTMENTS LTD.,"13,29,80,000",132.98 M,422.05,-2.00%,3,0.23,38.15,11.06,0.11%,0.00%,—
EUPHORIAIT,EUPHORIA INFOTECH (INDIA) LIMI,"13,21,80,000",132.18 M,45.55,-9.80%,8.4 K,2.06,10.4,4.38,—,0.00%,—
ORGCOAT,ORGANIC COATINGS LTD.,"13,20,60,000",132.06 M,13.24,-2.00%,25,0.26,—,-1.17,-36.83%,0.00%,—
AMIABLE,AMIABLE LOGISTICS (I) LTD,"13,11,20,000",131.12 M,75,-6.43%,3.2 K,1.05,9.67,7.76,24.35%,0.00%,—
OSWAYRN,OSWAL YARNS LTD.,"13,06,50,000",130.65 M,32.58,-4.99%,2.29 K,3.18,—,-0.08,78.76%,0.00%,—
JAGJANANI,JAGJANANI TEXTILES LTD.,"13,04,20,000",130.42 M,8.36,-6.80%,15.82 K,0.61,—,-0.08,-103.31%,0.00%,—
PBAINFRA,PBA INFRASTRUCTURE LTD.,"13,04,20,000",130.42 M,9.66,-9.89%,33.4 K,8.02,8.01,1.21,—,0.00%,—
MIDINDIA,MID INDIA INDUSTRIES LTD.,"13,02,40,000",130.24 M,7.99,-7.63%,1.01 K,0.21,—,-0.16,35.91%,0.00%,—
ANJANIFIN,ANJANI FINANCE LTD.,"12,96,90,000",129.69 M,12.79,-3.25%,5.84 K,3.09,33.48,0.38,-90.15%,0.00%,—
CATVISION,CATVISION LIMITED,"12,96,30,000",129.63 M,23.77,3.21%,963,0.27,1.95,12.21,—,0.00%,—
HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,"12,87,90,000",128.79 M,15.9,-0.50%,954,0.2,—,-0.25,-9255.56%,0.00%,0
JMGCORP,JMG CORPORATION LTD.,"12,87,60,000",128.76 M,5.56,0.00%,100,0.06,—,-0.19,-562.62%,0.00%,—
NPRFIN,NPR FINANCE LTD.,"12,82,40,000",128.24 M,21.41,-9.93%,3.79 K,5.2,15.89,1.35,-7.07%,0.00%,—
DAVIN,DAVIN SONS RETAIL LIMITED,"12,76,20,000",127.62 M,24.25,-3.19%,6 K,0.5,—,—,—,0.00%,—
NEOINFRA,NEO INFRACON LTD.,"12,75,20,000",127.52 M,24.03,-4.98%,300,0.15,—,-1.04,-234.44%,0.00%,—
BISIL,BISIL PLAST LIMITED,"12,75,10,000",127.51 M,2.36,3.51%,348.83 K,5.25,245.83,0.01,-67.01%,0.00%,—
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,"12,71,30,000",127.13 M,27.82,1.27%,1.02 K,0.38,—,-1.62,45.43%,0.00%,—
VASINFRA,VAS INFRASTRUCTURE LTD.,"12,70,90,000",127.09 M,8.4,-0.47%,55.45 K,2.18,—,-11.39,72.63%,0.00%,—
ARENTERP,RAJDARSHAN INDUSTRIES LTD,"12,63,20,000",126.32 M,41.18,-1.32%,310,0.06,19.51,2.11,-3.27%,0.00%,IMEC
YASHRAJC,YASHRAJ CONTAINEURS LTD.,"12,63,10,000",126.31 M,7.43,4.94%,530,0.26,—,-1.03,81.47%,0.00%,—
DCMFINSERV,DCM FINANCIAL SERVICES LTD,"12,61,10,000",126.11 M,5.69,-4.21%,14.9 K,1.42,—,-0.3,86.88%,0.00%,—
FTL,FINELISTINGS TECHNOLOGIES LIMI,"12,60,00,000",126 M,34.65,-4.02%,4 K,1.9,—,-1.57,—,0.00%,—
TRIVENIENT,TRIVENI ENTERPRISES LTD,"12,59,30,000",125.93 M,2.2,-6.38%,48.19 K,1.13,45.27,0.05,59.87%,0.00%,—
SEASONST,SEASONS TEXTILES LTD.,"12,50,10,000",125.01 M,16.69,-1.71%,1,0,—,-0.12,62.89%,0.00%,—
INANISEC,INANI SECURITIES LTD.,"12,48,80,000",124.88 M,27.4,-8.67%,1.18 K,1.63,8.22,3.33,—,0.00%,—
BAZELINTER,BAZEL INTERNATIONAL LIMITED,"12,48,70,000",124.87 M,64.02,-4.42%,490,0.15,3.78,16.94,—,0.00%,—
BERLDRG,BERYL DRUGS LTD.,"12,40,00,000",124 M,24.45,-5.12%,102.11 K,12.99,155.44,0.16,-93.23%,0.00%,COLINZ
LORDSHOTL,LORDS ISHWAR HOTELS LIMITED,"12,32,50,000",123.25 M,16.5,0.00%,2,0,42.43,0.39,34.01%,0.00%,CREATIVEYE
SHANTI,SHANTI OVERSEAS INDIA LTD,"12,29,40,000",122.94 M,11.07,-2.12%,319.95 K,1.64,—,-3.03,59.36%,0.00%,—
ADORMUL,ADOR MULTIPRODUCTS LTD.,"12,24,50,000",122.45 M,26.2,-4.73%,2.21 K,0.86,9.89,2.65,—,0.00%,—
AMFORG,AMFORGE INDUSTRIES LTD.,"12,21,50,000",122.15 M,8.49,-1.16%,9.49 K,1.51,—,-0.02,-107.27%,0.00%,—
AMRAAGRI,AMRAWORLD AGRICO LTD.,"12,15,00,000",121.5 M,1.01,-3.81%,188.02 K,1.24,10.15,0.1,—,0.00%,—
JLL,JINDAL LEASEFIN LIMITED,"12,06,00,000",120.6 M,40.08,-2.74%,251,0.43,—,-4.07,-1496.67%,0.00%,—
PHOTOQUP,PHOTOQUIP INDIA LTD.,"12,03,20,000",120.32 M,20.05,-0.05%,19.54 K,0.54,12.82,1.56,—,0.00%,—
LIMECHM,LIME CHEMICALS LTD.,"11,94,30,000",119.43 M,18.36,-2.55%,164,0.07,218.31,0.08,—,0.00%,—
SHGANEL,SHREE GANESH ELASTOPLAST LTD.,"11,86,80,000",118.68 M,21.57,1.27%,30,0.02,—,-1.11,-160.67%,0.00%,—
KOURA,KOURA FINE DIAMOND JEWELRY LIM,"11,77,00,000",117.7 M,32.68,-1.12%,2 K,0.45,—,-3.6,—,0.00%,—
SPAR,SPARC ELECTREX LIMITED,"11,74,70,000",117.47 M,11.72,-3.93%,8.76 K,0.82,391.97,0.03,-80.15%,0.00%,—
SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.,"11,74,10,000",117.41 M,"3,913.00",-5.00%,6,0.87,—,-17.36,62.41%,0.00%,—
ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,"11,72,00,000",117.2 M,5.86,-1.18%,11.93 K,0.75,10.27,0.57,—,0.00%,—
RITEZONE,RITE ZONE CHEMCON IND LTD,"11,69,70,000",116.97 M,27.65,-8.75%,4.8 K,0.51,8.66,3.19,28.47%,0.00%,—
SURYVANSP,SURYAVANSHI SPINNING MILLS LTD,"11,68,20,000",116.82 M,23.8,-1.61%,204,0.15,—,-4.89,38.86%,0.00%,—
CREATIVEYE,CREATIVE EYE LTD,"11,67,40,000",116.74 M,5.83,-5.05%,25.22 K,0.66,—,-0.74,44.42%,0.00%,FILME
IMEC,IMEC SERVICES LIMITED,"11,64,70,000",116.47 M,61.5,-3.30%,1.61 K,0.24,4.84,12.71,—,0.00%,KACHCHH
KACHCHH,KACHCHH MINERALS LTD.,"11,60,90,000",116.09 M,21.9,-13.23%,10.97 K,2.06,—,-0.34,-127.11%,0.00%,SSWRL
COLINZ,COLINZ LABORATORIES LTD.,"11,57,00,000",115.7 M,45.93,-2.48%,23,0.05,23.99,1.91,0.81%,0.00%,VIVANZA
PASARI,PASARI SPINNING MILLS LTD.,"11,56,40,000",115.64 M,8.38,0.36%,3.59 K,0.67,26.7,0.31,—,0.00%,—
SANTOSHF,SANTOSH FINE-FAB LTD.,"11,54,30,000",115.43 M,32.75,2.34%,3.33 K,4.89,—,-2.15,-131.70%,0.00%,—
INDERGR,INDERGIRI FINANCE LTD.,"11,53,90,000",115.39 M,22.8,-4.96%,1.1 K,0.78,244.9,0.09,—,0.00%,—
EUROTEXIND,EUROTEX IND & EXPORTS LTD,"11,45,40,000",114.54 M,12,-2.44%,2.89 K,4.39,—,-4.98,-130.54%,0.00%,—
SSWRL,SHREE STEEL WIRE ROPES LTD.,"11,42,50,000",114.25 M,34.5,-1.48%,125,0.15,—,-0.05,91.54%,0.00%,GLITTEKG
GTNTEX,GTN TEXTILES LTD.,"11,28,00,000",112.8 M,9.69,0.00%,2.23 K,0.95,—,-13.66,31.85%,0.00%,—
RASSIREF,RAASI REFRACTORIES LTD.,"11,05,20,000",110.52 M,23.45,-4.98%,9.36 K,1.54,—,-4.65,-145.02%,0.00%,—
ZSVARAJT,SVARAJ TRADING & AGENCIES LTD.,"10,98,90,000",109.89 M,7.45,-9.59%,30.41 K,4.82,—,-0.21,-751.53%,0.00%,—
SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,"10,85,70,000",108.57 M,8.82,-4.85%,45 K,4.41,—,-0.08,-320.00%,0.00%,HITKITGLO
SONALIS,SONALIS CONSUMER PRODUCTS LIMI,"10,82,50,000",108.25 M,54.15,-5.00%,14 K,3.68,—,-0.54,—,0.00%,—
MPL,MPL PLASTICS LTD.,"10,77,70,000",107.77 M,9.58,-5.80%,16.85 K,3.08,1.34,7.14,136.61%,0.00%,—
GCONNECT,GCONNECT LOGITECH AND SUPPLY C,"10,73,80,000",107.38 M,28.87,-4.97%,1.5 K,0.36,59.16,0.49,—,0.00%,—
KAKTEX,KAKATIYA TEXTILES LTD.,"10,69,70,000",106.97 M,18.41,-9.27%,408,0.47,—,-2.13,-163.82%,0.00%,—
TRITON,TRITON CORP.LTD.,"10,59,40,000",105.94 M,0.53,0.00%,400,0,—,-0.03,-111.11%,0.00%,—
BHATEXT,BHARAT TEXTILES & PROOFING IND,"10,59,00,000",105.9 M,18.08,-4.99%,1.5 K,0.43,—,-0.33,-238.39%,0.00%,—
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRI,"10,58,20,000",105.82 M,5.72,-4.51%,9.45 K,0.51,—,-0.1,97.29%,0.00%,—
KUWERIN,KUWER INDUSTRIES LTD.,"10,56,50,000",105.65 M,11.64,-3.24%,17.63 K,0.91,4.76,2.44,77.73%,0.00%,—
GALAGEX,GALAXY AGRICO EXPORTS LTD.,"10,48,10,000",104.81 M,38.37,-4.98%,92,0.31,—,-0.32,84.98%,0.00%,—
SUNRETAIL,SUN RETAIL LIMITED,"10,39,60,000",103.96 M,0.67,-8.22%,336 K,0.43,3.41,0.2,—,0.00%,—
RAMAPETRO,RAMA PETROCHEMICALS LTD.,"10,39,60,000",103.96 M,9.93,0.00%,2.26 K,2.24,—,-4.79,-462.73%,0.00%,—
PREMIER,PREMIER LTD,"10,38,70,000",103.87 M,3.48,-5.18%,3.27 K,0.68,—,-2.52,31.36%,0.00%,—
GLITTEKG,GLITTEK GRANITES LTD.,"10,35,80,000",103.58 M,3.99,3.64%,20.01 K,2.88,—,-8.56,-780.23%,0.00%,TNSTLTU
ISFL,ISF LIMITED,"10,35,50,000",103.55 M,1.09,1.87%,75.56 K,0.39,—,-0.11,-6172.22%,0.00%,—
INDAGIV,IND-AGIV COMMERCE LTD.,"10,19,50,000",101.95 M,101.95,-0.05%,1,0,—,-29.09,43.80%,0.00%,—
ALPSINDUS,ALPS INDUSTRIES LTD.,"10,17,00,000",101.7 M,2.51,-5.28%,27.29 K,1.23,—,-15.75,-2.07%,0.00%,—
VIVANZA,VIVANZA BIOSCIENCES LIMITED,"10,08,00,000",100.8 M,2.52,-1.95%,25.98 K,0.43,—,-0.02,-110.40%,0.00%,CHCL
VEL,VAXFAB ENTERPRISES LIMITED,"10,08,00,000",100.8 M,12,-0.83%,1.85 K,0.02,—,-0.7,84.73%,0.00%,—
SEVENHILL,SEVEN HILL INDUSTRIES LIMITED,"10,01,20,000",100.12 M,0.77,-4.94%,1.38 M,5.52,2.74,0.28,1995.52%,0.00%,—
PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,"9,98,60,000",99.86 M,16.47,-4.47%,2.28 K,0.45,—,-0.26,-262.42%,0.00%,—
NAKSH,NAKSH PRECIOUS METALS LIMITED,"9,95,20,000",99.52 M,9.46,-2.37%,3.42 K,0.15,22.18,0.43,2688.24%,0.00%,—
CHCL,CIAN HEALTHCARE LIMITED,"9,87,30,000",98.73 M,3.95,-1.50%,16 K,0.24,—,—,—,0.00%,ORTINGLOBE
FILME,FILMCITY MEDIA LTD.,"9,75,20,000",97.52 M,3.19,-1.85%,1.28 K,0.2,11.16,0.29,—,0.00%,SEATV
PRATIKSH,PRATIKSHA CHEMICALS LTD.,"9,74,80,000",97.48 M,17.5,-2.78%,125,0.09,—,-10.26,-4206.32%,0.00%,—
OLYOI,OLYMPIC OIL INDUSTRIES LTD.,"9,70,40,000",97.04 M,34,-6.44%,291,0.68,—,-0.96,39.78%,0.00%,—
GARODCH,GARODIA CHEMICALS LTD.,"9,67,70,000",96.77 M,13.44,0.98%,100,0.23,—,-0.16,3.86%,0.00%,—
EUROLED,EURO LEDER FASHION LTD.,"9,59,60,000",95.96 M,21.45,-3.81%,9,0,355.13,0.06,-92.62%,0.00%,—
CLFL,CLASSIC LEASING & FINANCE LTD.,"9,47,20,000",94.72 M,31.57,-1.99%,20,0.02,17.71,1.78,1155.56%,0.00%,—
DAPS,DAPS ADVERTISING LIMITED,"9,44,40,000",94.44 M,18.25,-10.93%,44 K,5.24,9.56,1.91,-38.70%,0.82%,—
SECURCRED,SECUR CREDENTIALS LTD,"9,40,30,000",94.03 M,2.22,-5.13%,44.41 K,0.58,—,—,—,0.00%,—
ORTINGLOBE,ORTIN GLOBAL LTD,"9,38,40,000",93.84 M,11.75,1.38%,6.11 K,0.17,—,-5.94,-18.51%,0.00%,SHAMROIN
GCMCAPI,GCM CAPITAL ADVISORS LTD,"9,31,70,000",93.17 M,5.5,-6.62%,4 K,1.82,15.67,0.35,—,0.00%,—
UNIVAFOODS,UNIVA FOODS LTD,"9,29,50,000",92.95 M,10.16,0.00%,4.1 K,0.12,—,-0.09,80.52%,0.00%,—
AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.,"9,24,00,000",92.4 M,5.73,-0.17%,5,0.03,—,-0.85,-11.20%,0.00%,—
